,name,display_name,description
2122,pkingsleyae_homolog_chromosome,Paramormyrops kingsleyae chromosome/scaffold name,
2123,homologs_translation_stable_id_version,,
2124,ccanadensis_homolog_chrom_end,American beaver chromosome/scaffold end (bp),
2125,amexicanus_homolog_ensembl_gene,Mexican tetra gene stable ID,
2126,ccapucinus_homolog_dn,dN with Capuchin,
2127,mobidblite_end,MobiDB lite end,
2128,ogarnettii_homolog_ensembl_gene,Bushbaby gene stable ID,
2129,ppaniscus_homolog_chrom_start,Bonobo chromosome/scaffold start (bp),
2130,bmutus_homolog_perc_id,%id. target Wild yak gene identical to query gene,
2131,nvison_homolog_perc_id,%id. target American mink gene identical to query gene,
2132,sharrisii_homolog_orthology_type,Tasmanian devil homology type,
2133,cgpicr_homolog_chrom_end,Chinese hamster PICR chromosome/scaffold end (bp),
2134,nvison_homolog_canonical_transcript_protein,Query protein or transcript ID,
2135,mpfuro_homolog_perc_id_r1,%id. query gene identical to target Ferret gene,
2136,mfascicularis_homolog_associated_gene_name,Crab-eating macaque gene name,
2137,pcoquereli_homolog_subtype,Last common ancestor with Coquerel's sifaka,
2138,cporcellus_homolog_goc_score,Guinea Pig Gene-order conservation score,
2139,munguiculatus_homolog_chrom_end,Mongolian gerbil chromosome/scaffold end (bp),
2140,dordii_homolog_goc_score,Kangaroo rat Gene-order conservation score,
2141,oaureus_homolog_ensembl_peptide,Blue tilapia protein or transcript stable ID,
2142,cgobio_homolog_associated_gene_name,Channel bull blenny gene name,
2143,dnovemcinctus_homolog_orthology_confidence,"Armadillo orthology confidence [0 low, 1 high]",
2144,lbergylta_homolog_perc_id,%id. target Ballan wrasse gene identical to query gene,
2145,ngalili_homolog_chrom_start,Upper Galilee mountains blind mole rat chromosome/scaffold start (bp),
2146,pvitticeps_homolog_chromosome,Central bearded dragon chromosome/scaffold name,
2147,rferrumequinum_homolog_ds,dS with Greater horseshoe bat,
2148,hgmale_homolog_ds,dS with Naked mole-rat male,
2149,sharrisii_homolog_canonical_transcript_protein,Query protein or transcript ID,
2150,chircus_homolog_chromosome,Goat chromosome/scaffold name,
2151,mochrogaster_homolog_perc_id_r1,%id. query gene identical to target Prairie vole gene,
2152,sorbicularis_homolog_canonical_transcript_protein,Query protein or transcript ID,
2153,eeuropaeus_homolog_ensembl_gene,Hedgehog gene stable ID,
2154,tnigroviridis_homolog_perc_id,%id. target Tetraodon gene identical to query gene,
2155,lcalcarifer_homolog_orthology_type,Barramundi perch homology type,
2156,tgelada_homolog_canonical_transcript_protein,Query protein or transcript ID,
2157,fdamarensis_homolog_subtype,Last common ancestor with Damara mole rat,
2158,rnorvegicus_homolog_chrom_start,Rat chromosome/scaffold start (bp),
2159,mart_transcript_variation_som__dm_polyphen_prediction_2076,PolyPhen prediction,
2160,cfamiliaris_homolog_ds,dS with Dog,
2161,lcrocea_homolog_dn,dN with Large yellow croaker,
2162,munguiculatus_homolog_perc_id_r1,%id. query gene identical to target Mongolian gerbil gene,
2163,ipunctatus_homolog_ensembl_peptide,Channel catfish protein or transcript stable ID,
2164,vpacos_homolog_subtype,Last common ancestor with Alpaca,
2165,bthybrid_homolog_subtype,Last common ancestor with Hybrid - Bos Taurus,
2166,psimus_homolog_goc_score,Greater bamboo lemur Gene-order conservation score,
2167,rbieti_homolog_perc_id,%id. target Black snub-nosed monkey gene identical to query gene,
2168,ppaniscus_homolog_ensembl_gene,Bonobo gene stable ID,
2169,lcrocea_homolog_ensembl_peptide,Large yellow croaker protein or transcript stable ID,
2170,elucius_homolog_chrom_start,Northern pike chromosome/scaffold start (bp),
2171,xmaculatus_homolog_perc_id,%id. target Platyfish gene identical to query gene,
2172,nleucogenys_homolog_ensembl_gene,Gibbon gene stable ID,
2173,saraneus_homolog_orthology_confidence,"Shrew orthology confidence [0 low, 1 high]",
2174,elucius_homolog_ensembl_peptide,Northern pike protein or transcript stable ID,
2175,pnattereri_homolog_canonical_transcript_protein,Query protein or transcript ID,
2176,mvitellinus_homolog_goc_score,Golden-collared manakin Gene-order conservation score,
2177,olhni_homolog_dn,dN with Japanese medaka HNI,
2178,mfascicularis_homolog_chrom_start,Crab-eating macaque chromosome/scaffold start (bp),
2179,sdumerili_homolog_ensembl_peptide,Greater amberjack protein or transcript stable ID,
2180,vpacos_homolog_wga_coverage,Alpaca Whole-genome alignment coverage,
2181,gaculeatus_homolog_perc_id,%id. target Stickleback gene identical to query gene,
2182,end_position,Gene end (bp),End Coordinate of the gene in chromosomal coordinates.
2183,cintestinalis_homolog_perc_id_r1,%id. query gene identical to target C.intestinalis gene,
2184,transcript_gencode_basic,GENCODE basic annotation,
2185,scerevisiae_homolog_wga_coverage,Saccharomyces cerevisiae Whole-genome alignment coverage,
2186,smaximus_homolog_chrom_end,Turbot chromosome/scaffold end (bp),
2187,coding_start_offset,Coding start offset,
2188,cjaponica_homolog_orthology_confidence,"Japanese quail orthology confidence [0 low, 1 high]",
2189,hpa_id,Human Protein Atlas ID,
2190,merops,MEROPS - the Peptidase Database ID,
2191,illumina_humanwg_6_v2,ILLUMINA HumanWG 6 V2 probe,
2192,mspretus_homolog_ensembl_gene,Algerian mouse gene stable ID,
2193,distance_to_transcript_2076,Distance to transcript,
2194,malbus_homolog_subtype,Last common ancestor with Swamp eel,
2195,mfascicularis_homolog_ds,dS with Crab-eating macaque,
2196,sldorsalis_homolog_goc_score,Yellowtail amberjack Gene-order conservation score,
2197,lcalcarifer_homolog_ensembl_peptide,Barramundi perch protein or transcript stable ID,
2198,affy_primeview,AFFY PrimeView probe,
2199,seg,Low complexity (Seg),
2200,jjaculus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2201,malbus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2202,cgobio_homolog_wga_coverage,Channel bull blenny Whole-genome alignment coverage,
2203,mfascicularis_homolog_canonical_transcript_protein,Query protein or transcript ID,
2204,cgcrigri_homolog_chrom_end,Chinese hamster CriGri chromosome/scaffold end (bp),
2205,falbicollis_homolog_ds,dS with Flycatcher,
2206,pcinereus_homolog_orthology_confidence,"Koala orthology confidence [0 low, 1 high]",
2207,hgnc_id,HGNC ID,
2208,cporosus_homolog_goc_score,Australian saltwater crocodile Gene-order conservation score,
2209,gwilldenowi_homolog_ensembl_gene,Blunt-snouted clingfish gene stable ID,
2210,lcoronata_homolog_chromosome,Blue-crowned manakin chromosome/scaffold name,
2211,validated,Variant supporting evidence,
2212,vvulpes_homolog_ensembl_gene,Red fox gene stable ID,
2213,mvitellinus_homolog_chromosome,Golden-collared manakin chromosome/scaffold name,
2214,gaculeatus_homolog_goc_score,Stickleback Gene-order conservation score,
2215,pmexicana_homolog_subtype,Last common ancestor with Shortfin molly,
2216,uamericanus_homolog_chromosome,American black bear chromosome/scaffold name,
2217,cmilii_homolog_ensembl_gene,Elephant shark gene stable ID,
2218,homologs_ensembl_transcript_id,,
2219,ccanadensis_homolog_orthology_type,American beaver homology type,
2220,gwilldenowi_homolog_chrom_end,Blunt-snouted clingfish chromosome/scaffold end (bp),
2221,ampachon_homolog_ensembl_peptide,Pachon cavefish protein or transcript stable ID,
2222,acitrinellus_homolog_subtype,Last common ancestor with Midas cichlid,
2223,hgfemale_homolog_wga_coverage,Naked mole-rat female Whole-genome alignment coverage,
2224,panubis_homolog_ensembl_peptide,Olive baboon protein or transcript stable ID,
2225,rferrumequinum_homolog_dn,dN with Greater horseshoe bat,
2226,panubis_homolog_dn,dN with Olive baboon,
2227,cgobio_homolog_perc_id,%id. target Channel bull blenny gene identical to query gene,
2228,nleucogenys_homolog_perc_id,%id. target Gibbon gene identical to query gene,
2229,ogarnettii_homolog_perc_id,%id. target Bushbaby gene identical to query gene,
2230,jhyemalis_homolog_orthology_type,Dark-eyed junco homology type,
2231,cfamiliaris_homolog_perc_id_r1,%id. query gene identical to target Dog gene,
2232,sfasciatus_homolog_wga_coverage,Jewelled blenny Whole-genome alignment coverage,
2233,itridecemlineatus_homolog_associated_gene_name,Squirrel gene name,
2234,xmaculatus_homolog_goc_score,Platyfish Gene-order conservation score,
2235,sldorsalis_homolog_chrom_start,Yellowtail amberjack chromosome/scaffold start (bp),
2236,superfamily_end,Superfamily end,
2237,cvariegatus_homolog_orthology_confidence,"Sheepshead minnow orthology confidence [0 low, 1 high]",
2238,ggorilla_homolog_chromosome,Gorilla chromosome/scaffold name,
2239,charengus_homolog_chrom_end,Atlantic herring chromosome/scaffold end (bp),
2240,cvariegatus_homolog_ds,dS with Sheepshead minnow,
2241,amelanoleuca_homolog_canonical_transcript_protein,Query protein or transcript ID,
2242,cvariegatus_homolog_chromosome,Sheepshead minnow chromosome/scaffold name,
2243,ipunctatus_homolog_dn,dN with Channel catfish,
2244,mdomestica_homolog_perc_id,%id. target Opossum gene identical to query gene,
2245,lcalcarifer_homolog_wga_coverage,Barramundi perch Whole-genome alignment coverage,
2246,bthybrid_homolog_canonical_transcript_protein,Query protein or transcript ID,
2247,ccapucinus_homolog_ensembl_gene,Capuchin gene stable ID,
2248,trubripes_homolog_orthology_type,Fugu homology type,
2249,bihybrid_homolog_perc_id,%id. target Hybrid - Bos Indicus gene identical to query gene,
2250,acalliptera_homolog_wga_coverage,Eastern happy Whole-genome alignment coverage,
2251,pnattereri_homolog_dn,dN with Red-bellied piranha,
2252,ptroglodytes_homolog_ds,dS with Chimpanzee,
2253,bihybrid_homolog_wga_coverage,Hybrid - Bos Indicus Whole-genome alignment coverage,
2254,lchalumnae_homolog_chromosome,Coelacanth chromosome/scaffold name,
2255,charengus_homolog_perc_id,%id. target Atlantic herring gene identical to query gene,
2256,csabaeus_homolog_orthology_type,Vervet-AGM homology type,
2257,nvison_homolog_chromosome,American mink chromosome/scaffold name,
2258,applatyrhynchos_homolog_canonical_transcript_protein,Query protein or transcript ID,
2259,applatyrhynchos_homolog_associated_gene_name,Duck gene name,
2260,csabaeus_homolog_subtype,Last common ancestor with Vervet-AGM,
2261,csavignyi_homolog_subtype,Last common ancestor with C.savignyi,
2262,lcoronata_homolog_associated_gene_name,Blue-crowned manakin gene name,
2263,ngalili_homolog_subtype,Last common ancestor with Upper Galilee mountains blind mole rat,
2264,fcatus_homolog_perc_id_r1,%id. query gene identical to target Cat gene,
2265,bihybrid_homolog_associated_gene_name,Hybrid - Bos Indicus gene name,
2266,dclupeoides_homolog_perc_id_r1,%id. query gene identical to target Denticle herring gene,
2267,csemilaevis_homolog_chrom_end,Tongue sole chromosome/scaffold end (bp),
2268,olatipes_homolog_perc_id_r1,%id. query gene identical to target Japanese medaka HdrR gene,
2269,mochrogaster_homolog_orthology_type,Prairie vole homology type,
2270,cporcellus_homolog_ensembl_peptide,Guinea Pig protein or transcript stable ID,
2271,acitrinellus_homolog_chrom_start,Midas cichlid chromosome/scaffold start (bp),
2272,shabroptila_homolog_ensembl_peptide,Kakapo protein or transcript stable ID,
2273,xmaculatus_homolog_chrom_end,Platyfish chromosome/scaffold end (bp),
2274,sequence_exon_chrom_strand,,
2275,loculatus_homolog_wga_coverage,Spotted gar Whole-genome alignment coverage,
2276,neugenii_homolog_goc_score,Wallaby Gene-order conservation score,
2277,lafricana_homolog_perc_id,%id. target Elephant gene identical to query gene,
2278,itridecemlineatus_homolog_ensembl_gene,Squirrel gene stable ID,
2279,dmelanogaster_homolog_perc_id_r1,%id. query gene identical to target Drosophila melanogaster gene,
2280,ssalar_homolog_associated_gene_name,Atlantic salmon gene name,
2281,mspretus_homolog_chromosome,Algerian mouse chromosome/scaffold name,
2282,falbicollis_homolog_subtype,Last common ancestor with Flycatcher,
2283,refseq_peptide,RefSeq peptide ID,
2284,mmulatta_homolog_perc_id_r1,%id. query gene identical to target Macaque gene,
2285,xmaculatus_homolog_orthology_confidence,"Platyfish orthology confidence [0 low, 1 high]",
2286,pfscan_end,PROSITE profiles end,
2287,protein_id,INSDC protein ID,
2288,hcomes_homolog_ensembl_gene,Tiger tail seahorse gene stable ID,
2289,sorbicularis_homolog_orthology_confidence,"Orbiculate cardinalfish orthology confidence [0 low, 1 high]",
2290,csemilaevis_homolog_ensembl_gene,Tongue sole gene stable ID,
2291,ptephrosceles_homolog_perc_id,%id. target Ugandan red Colobus gene identical to query gene,
2292,tgelada_homolog_orthology_type,Gelada homology type,
2293,applatyrhynchos_homolog_wga_coverage,Duck Whole-genome alignment coverage,
2294,omelastigma_homolog_subtype,Last common ancestor with Indian medaka,
2295,homologs_end_position,,
2296,structure_transcript_length,,
2297,odegus_homolog_ensembl_gene,Degu gene stable ID,
2298,pabelii_homolog_chrom_end,Orangutan chromosome/scaffold end (bp),
2299,mvitellinus_homolog_chrom_start,Golden-collared manakin chromosome/scaffold start (bp),
2300,ecaballus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2301,bmutus_homolog_canonical_transcript_protein,Query protein or transcript ID,
2302,mvitellinus_homolog_ensembl_peptide,Golden-collared manakin protein or transcript stable ID,
2303,cds_start,CDS start,
2304,capalliatus_homolog_subtype,Last common ancestor with Angola colobus,
2305,mspicilegus_homolog_ensembl_gene,Steppe mouse gene stable ID,
2306,platipinna_homolog_orthology_confidence,"Sailfin molly orthology confidence [0 low, 1 high]",
2307,catys_homolog_orthology_type,Sooty mangabey homology type,
2308,hgmale_homolog_goc_score,Naked mole-rat male Gene-order conservation score,
2309,vursinus_homolog_associated_gene_name,Common wombat gene name,
2310,mmusculus_homolog_perc_id_r1,%id. query gene identical to target Mouse gene,
2311,dbass3_name,DataBase of Aberrant 3' Splice Sites name,
2312,charengus_homolog_associated_gene_name,Atlantic herring gene name,
2313,peptide_version,Version (protein),
2314,cporcellus_homolog_perc_id,%id. target Guinea Pig gene identical to query gene,
2315,anancymaae_homolog_goc_score,Ma's night monkey Gene-order conservation score,
2316,malbus_homolog_orthology_confidence,"Swamp eel orthology confidence [0 low, 1 high]",
2317,bsplendens_homolog_wga_coverage,Siamese fighting fish Whole-genome alignment coverage,
2318,mmmarmota_homolog_canonical_transcript_protein,Query protein or transcript ID,
2319,dnovaehollandiae_homolog_chromosome,Emu chromosome/scaffold name,
2320,chircus_homolog_chrom_start,Goat chromosome/scaffold start (bp),
2321,pcapensis_homolog_orthology_confidence,"Hyrax orthology confidence [0 low, 1 high]",
2322,peptide_shift,Protein allele,
2323,ecalabaricus_homolog_wga_coverage,Reedfish Whole-genome alignment coverage,
2324,pmarinus_homolog_perc_id_r1,%id. query gene identical to target Lamprey gene,
2325,ogarnettii_homolog_ds,dS with Bushbaby,
2326,structure_peptide_length,,
2327,pvitticeps_homolog_wga_coverage,Central bearded dragon Whole-genome alignment coverage,
2328,omelastigma_homolog_wga_coverage,Indian medaka Whole-genome alignment coverage,
2329,ptephrosceles_homolog_associated_gene_name,Ugandan red Colobus gene name,
2330,caperea_homolog_orthology_confidence,"Brazilian guinea pig orthology confidence [0 low, 1 high]",
2331,psimus_homolog_orthology_confidence,"Greater bamboo lemur orthology confidence [0 low, 1 high]",
2332,cgchok1gshd_homolog_wga_coverage,Chinese hamster CHOK1GS Whole-genome alignment coverage,
2333,ogarnettii_homolog_wga_coverage,Bushbaby Whole-genome alignment coverage,
2334,cporcellus_homolog_chrom_start,Guinea Pig chromosome/scaffold start (bp),
2335,somatic_snp_chromosome_strand,Variant chromosome/scaffold strand,Orientation of the Variant on the Transcript
2336,rna_seq_edits,rna_seq_edits,
2337,oaureus_homolog_associated_gene_name,Blue tilapia gene name,
2338,trubripes_homolog_ds,dS with Fugu,
2339,structure_external_source_name,,
2340,sscrofa_homolog_perc_id,%id. target Pig gene identical to query gene,
2341,sharrisii_homolog_perc_id,%id. target Tasmanian devil gene identical to query gene,
2342,mleucophaeus_homolog_goc_score,Drill Gene-order conservation score,
2343,csemilaevis_homolog_subtype,Last common ancestor with Tongue sole,
2344,sequence_exon_chrom_end,,
